greV,greQ,greA,cgpa,toeflScore,internExp,confPubs,journalPubs,researchExp,industryExp,university
134.0425532,170.212766,4,8.4,109,0,0,0,0,0,SUNY Buffalo
134.0425532,155.3191489,4,8.6,112,0,0,0,0,0,SUNY Buffalo
154,170,3.5,7.4,107,0,0,0,0,0,SUNY Buffalo
155,163,4,7.65,104,0,0,0,0,0,SUNY Buffalo
149,160,4,7.9,99,0,0,0,0,0,SUNY Buffalo
136.1702128,165.9574468,4,7.3,107,0,0,0,0,0,SUNY Buffalo
154,162,3,7.81,88,0,0,0,0,0,SUNY Buffalo
154,160,3,7.5,100,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3.5,7.6,108,0,0,0,0,0,SUNY Buffalo
156,167,4,6.7,110,0,0,0,0,0,SUNY Buffalo
152,164,3,6.24,107,0,0,0,0,0,SUNY Buffalo
157,162,3,6.11,114,6,0,0,0,24,SUNY Buffalo
161,161,4.5,6.8,99,2,0,0,0,0,SUNY Buffalo
160,162,3.5,7.45,115,2,3,0,0,1,SUNY Buffalo
130,163.8297872,3,8.25,107,0,0,0,0,0,SUNY Buffalo
152,163,4.5,8,109,2,0,0,0,58,SUNY Buffalo
154,170,3,7.5,100,0,0,0,0,36,SUNY Buffalo
130,165.9574468,3,6.5,93,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,8.26,104,0,0,0,0,0,SUNY Buffalo
157,164,3.5,6.42,104,0,0,0,0,0,SUNY Buffalo
130,163.8297872,4,7.13,108,0,0,0,0,0,SUNY Buffalo
156,161,3,8.4,103,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,8.11,100,8,2,0,0,22,SUNY Buffalo
145,158,3,7.7,97,0,0,0,0,0,SUNY Buffalo
150,166,3.5,5.86,103,0,0,0,0,0,SUNY Buffalo
167,158,3,6.75,105,0,0,0,0,57,SUNY Buffalo
161,168,3.5,8.3,113,0,0,0,0,0,SUNY Buffalo
162,168,3.5,6.11,112,0,0,0,0,0,SUNY Buffalo
159,168,3.5,7,102,0,0,0,0,0,SUNY Buffalo
144,165,3,7.1,97,0,0,0,0,0,SUNY Buffalo
151,160,3,8.99,108,2,0,0,0,0,SUNY Buffalo
130,153.1914894,4,6.7,110,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,5.8,104,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,6.8,95,0,0,0,0,0,SUNY Buffalo
148,164,5,7.324,104,0,0,0,0,0,SUNY Buffalo
156,155,4,6.281,104,9,0,0,0,36,SUNY Buffalo
130,163.8297872,3.5,6.6,107,0,0,0,0,0,SUNY Buffalo
161,156,3.5,6.283,102,0,0,0,0,0,SUNY Buffalo
159,169,4.5,8.99,114,0,0,0,0,0,SUNY Buffalo
155,164,3.5,8.83,109,0,0,0,0,0,SUNY Buffalo
130,168.0851064,4,7.38,104,0,0,0,0,0,SUNY Buffalo
150,163,4,8.54,96,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3,8.23,90,0,0,0,0,0,SUNY Buffalo
130,155.3191489,2.5,7.7,100,0,0,0,0,0,SUNY Buffalo
162,163,3.5,6.954,117,0,0,0,0,0,SUNY Buffalo
153,159,3,9.475,110,0,0,0,0,0,SUNY Buffalo
155,167,4,7.83,111,0,0,0,0,0,SUNY Buffalo
155,162,4,7.25,110,4,1,0,0,0,SUNY Buffalo
160,164,3.5,7.904,112,0,0,0,0,0,SUNY Buffalo
151,163,3.5,7.1,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,7.3,110,0,0,0,0,0,SUNY Buffalo
154,160,3.5,5.7,107,0,0,0,0,0,SUNY Buffalo
144,160,4,7.3,101,0,0,0,0,0,SUNY Buffalo
154,159,3,7.5,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,6.7,100,0,0,0,0,0,SUNY Buffalo
150,162,3,7.88,96,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3.5,7,107,0,0,0,0,0,SUNY Buffalo
158,160,4.5,7.6,111,0,0,0,0,0,SUNY Buffalo
154,159,3,7,94,0,0,0,0,0,SUNY Buffalo
149,165,3,7.775,99,0,0,0,0,0,SUNY Buffalo
146,166,4,8.47,103,0,0,0,0,0,SUNY Buffalo
148,161,3,8.99,93,0,2,1,0,0,SUNY Buffalo
130,161.7021277,3.5,6.634,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,9.2,102,0,0,0,0,0,SUNY Buffalo
154,159,3.5,7.342,103,0,0,0,0,0,SUNY Buffalo
147,163,3.5,8.6,105,0,0,0,0,0,SUNY Buffalo
154,168,4.5,6.6,109,0,0,0,0,0,SUNY Buffalo
159,166,3,8.28,108,0,0,0,0,44,SUNY Buffalo
155,162,4,9.62,111,0,0,0,0,0,SUNY Buffalo
148,164,5,8.32,112,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3.5,7.5,90,0,0,0,0,0,SUNY Buffalo
136.1702128,165.9574468,3.5,8.46,99,0,0,0,0,0,SUNY Buffalo
139,164,3,8.1,107,0,0,0,0,0,SUNY Buffalo
138.2978723,163.8297872,2.5,8.28,107,0,0,0,0,0,SUNY Buffalo
130,151.0638298,4,8.51,106,0,0,0,0,0,SUNY Buffalo
150,161,3,6.9,95,0,0,0,0,0,SUNY Buffalo
155,160,3,6.9,109,0,0,0,0,0,SUNY Buffalo
151,164,3.5,8.6,108,0,0,0,0,0,SUNY Buffalo
160,164,3,8.3,102,0,0,0,0,0,SUNY Buffalo
130,157.4468085,3,7.8,103,0,0,0,0,0,SUNY Buffalo
130,168.0851064,2.5,7.7,94,0,0,0,0,0,SUNY Buffalo
160,166,3.5,7.14,113,0,0,0,0,0,SUNY Buffalo
155,164,3.5,8.15,105,0,0,0,0,0,SUNY Buffalo
159.5744681,168.0851064,4,6.6,111,0,0,0,0,0,SUNY Buffalo
150,167,3,8.7,99,0,0,0,0,0,SUNY Buffalo
149,163,4.5,7.12,105,0,0,0,0,0,SUNY Buffalo
145,164,3.5,6.55,101,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3,8.09,102,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3,8.33,101,0,0,0,0,34,SUNY Buffalo
155.3191489,168.0851064,4.5,7,115,0,0,0,0,0,SUNY Buffalo
156,158,4,8.6,111,0,0,0,0,0,SUNY Buffalo
152,158,3,7.2,106,0,0,0,0,0,SUNY Buffalo
157,156,3,9.18,94,0,0,0,0,0,SUNY Buffalo
148,161,4,6.808,106,0,0,0,0,0,SUNY Buffalo
147,168,3.5,6.7,91,0,0,0,0,0,SUNY Buffalo
145,163,3,8.48,87,0,2,0,0,24,SUNY Buffalo
164,153,4,6.8,107,0,0,0,0,0,SUNY Buffalo
154,170,4,7.32,110,3,0,0,3,22,SUNY Buffalo
130,165.9574468,4,6.1,108,0,0,0,0,0,SUNY Buffalo
130,170.212766,3,7.86,94,0,0,0,0,0,SUNY Buffalo
164,164,4,8.1,112,8,0,0,0,26,SUNY Buffalo
154,169,4,8.2,117,5,1,0,17,0,SUNY Buffalo
130,165.9574468,3.5,6.08,105,0,0,0,0,0,SUNY Buffalo
160,164,4,5.86,103,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3.5,7.5,99,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,6.1,94,0,0,0,0,0,SUNY Buffalo
156,166,3.5,8.34,112,0,0,0,0,0,SUNY Buffalo
130,163.8297872,4.5,7.7,117,0,0,0,0,0,SUNY Buffalo
130,163.8297872,2,7.186,88,0,0,0,0,0,SUNY Buffalo
148,162,2.5,7.73,99,0,0,0,0,0,SUNY Buffalo
161,165,3.5,6.2,111,6,0,1,0,24,SUNY Buffalo
149,165,3.5,7.45,94,0,0,0,0,0,SUNY Buffalo
152,167,3,7.6,106,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,8.25,101,0,0,0,0,0,SUNY Buffalo
162,154,4.5,8.06,113,0,0,0,0,16,SUNY Buffalo
152,164,3.5,6.93,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,4,8.08,106,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3.5,7.2,114,0,0,0,0,0,SUNY Buffalo
156,163,3.5,8,103,0,0,0,0,0,SUNY Buffalo
157,163,3.5,7.52,107,0,0,0,0,0,SUNY Buffalo
130,168.0851064,5.5,7.314,107,0,0,0,0,0,SUNY Buffalo
152,163,4,7.2,107,0,0,0,0,0,SUNY Buffalo
148,157,4,7.5,100,0,0,0,0,0,SUNY Buffalo
158,162,3.5,7.73,104,0,0,0,0,0,SUNY Buffalo
158,166,3.5,5.96,108,0,0,0,0,0,SUNY Buffalo
131.9148936,168.0851064,3.5,6.5,100,0,0,0,0,0,SUNY Buffalo
130,153.1914894,3,7.573,97,0,0,0,0,0,SUNY Buffalo
142.5531915,170.212766,4.5,6.989,115,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,7.3,103,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,6.7,91,0,0,0,0,0,SUNY Buffalo
161,165,3,6.2,110,0,0,0,0,0,SUNY Buffalo
130,157.4468085,3.5,8.6,107,0,0,0,0,0,SUNY Buffalo
151,158,4.5,7.6,110,0,0,0,0,0,SUNY Buffalo
152,161,4,7.1,105,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3.5,7.61,102,0,0,0,0,0,SUNY Buffalo
130,170.212766,4,5.4,96,0,0,0,0,0,SUNY Buffalo
130,153.1914894,3.5,7.804,116,0,0,0,0,0,SUNY Buffalo
163,170,4,7,117,0,0,0,0,0,SUNY Buffalo
138.2978723,159.5744681,4,7.53,114,0,0,0,0,0,SUNY Buffalo
162,165,3.5,6.5,110,0,0,0,0,0,SUNY Buffalo
130,165.9574468,4,7.3,103,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,7.8,96,0,0,0,0,0,SUNY Buffalo
147,157,3,7.96,101,0,0,0,0,0,SUNY Buffalo
153,161,3.5,8.01,107,6,0,0,0,24,SUNY Buffalo
152,160,3,6.93,98,0,0,0,0,0,SUNY Buffalo
152,163,3,7.772,101,0,1,2,0,0,SUNY Buffalo
130,168.0851064,3,8.7,96,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,9.00427,110,0,0,0,0,0,SUNY Buffalo
130,157.4468085,3.5,7.84,93,0,0,0,0,0,SUNY Buffalo
148,165,3.5,7.7,108,0,0,0,0,0,SUNY Buffalo
155,156,4,7.1,108,12,0,0,0,34,SUNY Buffalo
130,157.4468085,3.5,6.5,87,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3,7.88,100,0,0,0,0,0,SUNY Buffalo
152,168,4.5,6.7,113,0,0,0,0,0,SUNY Buffalo
157,158,3.5,6.8,114,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3.5,7.06,104,0,0,0,0,0,SUNY Buffalo
147,159,4,6.1,105,0,0,0,0,0,SUNY Buffalo
159,168,3.5,6.8,107,2,0,0,0,36,SUNY Buffalo
154,164,3.5,7.6,107,0,0,0,0,0,SUNY Buffalo
157,164,4.5,8.49,113,2,1,0,0,0,SUNY Buffalo
148,158,3.5,7.2,106,0,0,0,0,0,SUNY Buffalo
155,156,3.5,7.1,108,0,0,0,0,0,SUNY Buffalo
159,163,4.5,8.31,115,12,1,6,36,0,SUNY Buffalo
149,161,4,7.5,109,0,0,0,0,60,SUNY Buffalo
150,164,3.5,6.9,105,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3,7.3,98,0,0,0,0,0,SUNY Buffalo
134.0425532,170.212766,5,7.6,107,0,0,0,0,0,SUNY Buffalo
149,159,3.5,6.3,109,0,0,0,0,0,SUNY Buffalo
157,157,4,8.22,114,3,1,0,0,18,SUNY Buffalo
130,170.212766,3.5,7.7,111,0,0,0,0,0,SUNY Buffalo
153,158,3,6.72,108,0,0,0,0,40,SUNY Buffalo
130,148.9361702,2.5,8.24,107,0,0,0,0,0,SUNY Buffalo
154,159,4,7.9,103,0,0,0,0,0,SUNY Buffalo
144,159,3.5,8.3,104,0,0,0,0,0,SUNY Buffalo
158,166,3,8.2,102,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3,7.3,100,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3,7,93,0,0,0,0,0,SUNY Buffalo
163,167,3.5,8.57,113,0,0,0,0,0,SUNY Buffalo
153,164,3.5,7.6,106,0,0,0,0,0,SUNY Buffalo
150,168,3,6.9,101,0,0,0,0,0,SUNY Buffalo
155,161,3.5,6,113,0,0,0,0,0,SUNY Buffalo
161,161,4.5,7.8,117,0,0,0,0,0,SUNY Buffalo
138.2978723,168.0851064,3.5,9.39,107,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3,9.26,92,0,0,0,0,0,SUNY Buffalo
130,170.212766,2.5,8.51,100,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3.5,8.08,103,0,0,0,0,0,SUNY Buffalo
155,160,3.5,7.1,105,0,0,0,0,0,SUNY Buffalo
153,163,5,7.92,114,3,0,0,5,12,SUNY Buffalo
144.6808511,165.9574468,4,8.5,110,0,0,0,0,0,SUNY Buffalo
147,160,3,7.45,102,0,0,0,0,0,SUNY Buffalo
157,162,3,7.2,110,0,0,0,0,0,SUNY Buffalo
158,165,4,8.45,118,0,0,0,0,48,SUNY Buffalo
153,164,3.5,8.18,108,0,0,0,0,29,SUNY Buffalo
131.9148936,157.4468085,4,7,114,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3,7,108,0,0,0,0,0,SUNY Buffalo
148,157,3,7.505,102,1,1,1,0,32,SUNY Buffalo
153,161,4,6.8,114,0,0,0,0,0,SUNY Buffalo
153,161,4,7.48,110,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3.5,6.5,100,0,0,0,0,0,SUNY Buffalo
143,159,3.5,7.9,107,0,0,0,0,0,SUNY Buffalo
163,163,4,7.49,108,0,0,1,0,30,SUNY Buffalo
130,170.212766,4,8.32,115,0,0,0,0,0,SUNY Buffalo
141,158,3.5,6.5,107,6,0,1,0,30,SUNY Buffalo
154,151,3,5.6,112,0,0,0,0,0,SUNY Buffalo
153,160,4,7.05,111,1,0,0,0,48,SUNY Buffalo
154,161,3.5,7.7,111,0,0,0,0,0,SUNY Buffalo
159,161,3.5,8.58,111,0,0,0,0,0,SUNY Buffalo
149,162,4,8.4,106,0,0,0,0,18,SUNY Buffalo
148,164,3,7,103,0,0,0,0,0,SUNY Buffalo
155,166,2.5,7.86,109,0,0,0,0,66,SUNY Buffalo
148,164,5.5,7.26,107,0,0,0,0,0,SUNY Buffalo
158,165,4,8.02,112,0,0,0,0,0,SUNY Buffalo
134.0425532,170.212766,3.5,6.8,108,0,0,0,0,0,SUNY Buffalo
152,159,3.5,8.8,100,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,8.56,112,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3,8.1,94,0,0,0,0,0,SUNY Buffalo
152,163,3.5,8.8,108,2,0,0,0,18,SUNY Buffalo
130,155.3191489,3,8.67,109,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3.5,8.38,103,0,0,0,0,0,SUNY Buffalo
152,162,3.5,6.72,109,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3,7,109,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,7.2,108,0,0,0,0,0,SUNY Buffalo
159,168,3,7.83,107,0,0,0,0,0,SUNY Buffalo
158,156,4.5,6.42,105,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,7.5,107,0,0,0,0,0,SUNY Buffalo
130,151.0638298,2.5,7.84,89,0,0,0,0,0,SUNY Buffalo
150,162,4,8.2,101,0,0,0,0,0,SUNY Buffalo
130,170.212766,4.5,6.5,107,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3.5,7.1,101,0,0,0,0,0,SUNY Buffalo
130,165.9574468,4.5,7.7,103,0,0,0,0,0,SUNY Buffalo
154,157,4,7.8,111,0,0,0,0,0,SUNY Buffalo
130,170.212766,3,6.8,94,0,0,0,0,0,SUNY Buffalo
159,163,3.5,6.1,111,0,0,0,0,0,SUNY Buffalo
131.9148936,153.1914894,3.5,9.35,96,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,8.01,110,0,0,0,0,0,SUNY Buffalo
130,155.3191489,3.5,8.8,88,0,0,0,0,0,SUNY Buffalo
140.4255319,153.1914894,3,7.4,107,0,0,0,0,0,SUNY Buffalo
130,155.3191489,4,8.844,108,0,0,0,0,0,SUNY Buffalo
159,161,4,7.457,113,0,0,0,0,0,SUNY Buffalo
130,157.4468085,3,6.3,89,0,0,0,0,0,SUNY Buffalo
136.1702128,148.9361702,3.5,7.5,105,0,0,0,0,0,SUNY Buffalo
154,161,3,7.82,105,0,0,0,6,0,SUNY Buffalo
161,161,4,7.15,113,0,0,0,0,29,SUNY Buffalo
144.6808511,157.4468085,4.5,6.2,113,0,0,0,0,0,SUNY Buffalo
134.0425532,170.212766,3.5,7.1,112,0,0,0,0,0,SUNY Buffalo
130,159.5744681,4,6.7,109,0,0,0,0,0,SUNY Buffalo
161,159,4,8.43,117,0,0,0,0,0,SUNY Buffalo
150,160,3,8,99,0,0,0,0,0,SUNY Buffalo
163,156,5,6.8,117,0,0,0,0,29,SUNY Buffalo
130,159.5744681,4,7.1,111,0,0,0,0,0,SUNY Buffalo
147,165,3,8.4,107,0,0,0,0,0,SUNY Buffalo
155,164,3,7.78,96,0,0,0,0,0,SUNY Buffalo
154,159,3.5,7.85,107,1,1,0,0,1,SUNY Buffalo
155,161,3.5,6.221,107,0,0,0,0,0,SUNY Buffalo
138.2978723,170.212766,3,5.8,107,0,0,0,0,0,SUNY Buffalo
162,169,4.5,8,117,0,0,0,0,0,SUNY Buffalo
151,166,4,7.7,107,0,0,0,4,28,SUNY Buffalo
130,163.8297872,3.5,9.32,106,0,0,0,0,0,SUNY Buffalo
150,169,3.5,7.6,99,0,0,0,0,0,SUNY Buffalo
130,159.5744681,4,7.2,108,0,0,0,0,0,SUNY Buffalo
146,161,3,7.08,96,1,0,0,0,24,SUNY Buffalo
150,163,4,7.65,99,0,0,0,0,0,SUNY Buffalo
130,163.8297872,5,9.3,107,0,0,0,0,0,SUNY Buffalo
152,163,3,7.2,100,0,0,0,0,0,SUNY Buffalo
153,164,4,7.444,109,0,0,0,0,0,SUNY Buffalo
151,155,3,8.125,106,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,7.7,111,0,0,0,0,0,SUNY Buffalo
155,161,3,6.9,107,0,0,0,0,0,SUNY Buffalo
130,155.3191489,4,7,115,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,7.95,114,0,0,0,0,0,SUNY Buffalo
157,165,3,5.93,114,0,0,0,0,0,SUNY Buffalo
145,162,3,8.23,107,0,0,0,0,0,SUNY Buffalo
136.1702128,165.9574468,3.5,5.8,102,0,0,0,0,0,SUNY Buffalo
158,164,3.5,8.5,115,0,0,0,0,0,SUNY Buffalo
151,161,3,6.5,93,0,0,0,0,0,SUNY Buffalo
162,170,3.5,6.63,110,1,0,0,0,0,SUNY Buffalo
136.1702128,163.8297872,3.5,7.9,107,0,0,0,0,0,SUNY Buffalo
152,164,3,6.7,102,0,0,0,0,0,SUNY Buffalo
156,162,4,7.7,111,0,0,0,0,0,SUNY Buffalo
131.9148936,170.212766,4.5,8.3,115,0,0,0,0,0,SUNY Buffalo
130,170.212766,4.5,7.2,107,0,0,0,0,0,SUNY Buffalo
153,163,3.5,6.8,107,0,0,0,0,0,SUNY Buffalo
152,164,3,8.23,88,0,0,0,0,0,SUNY Buffalo
151,163,2.5,5.4,96,0,0,0,0,0,SUNY Buffalo
142.5531915,170.212766,3,6.8,114,0,0,0,0,0,SUNY Buffalo
130,155.3191489,3,6.2,100,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3.5,5.835,98,0,0,0,0,0,SUNY Buffalo
150,163,3.5,7.7,105,4,0,0,0,48,SUNY Buffalo
130,159.5744681,5,7.6,114,0,0,0,0,0,SUNY Buffalo
144.6808511,165.9574468,4,8.11,112,0,0,0,0,0,SUNY Buffalo
160,161,4,7.6,118,0,0,0,0,0,SUNY Buffalo
151.0638298,163.8297872,4,6.3,110,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,8.17,111,0,0,0,0,0,SUNY Buffalo
149,168,3.5,7.4,106,0,0,0,0,0,SUNY Buffalo
157,165,4,7.9,112,0,0,0,0,0,SUNY Buffalo
157,162,3.5,6.3,112,0,0,0,0,20,SUNY Buffalo
150,168,3,7.47,102,1,0,0,0,0,SUNY Buffalo
151,161,3,7.05,95,0,0,1,0,46,SUNY Buffalo
134.0425532,168.0851064,3.5,8.47,104,0,0,0,0,0,SUNY Buffalo
150,162,3.5,8.15,104,0,0,0,0,0,SUNY Buffalo
142.5531915,170.212766,3.5,7.5,100,0,0,0,0,0,SUNY Buffalo
148,161,3.5,8.05,113,6,0,0,0,18,SUNY Buffalo
130,155.3191489,3.5,8.25,109,0,0,0,0,0,SUNY Buffalo
130,157.4468085,4,6.6,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,3.5,6.71,100,0,0,0,0,0,SUNY Buffalo
130,155.3191489,4.5,7.068,98,0,0,0,0,0,SUNY Buffalo
146,167,4,6.5,98,0,0,0,0,0,SUNY Buffalo
130,155.3191489,4.5,7.068,98,0,0,0,0,0,SUNY Buffalo
159,161,3.5,6.4,110,0,0,0,0,0,SUNY Buffalo
130,170.212766,2.5,7.01,101,0,0,0,0,0,SUNY Buffalo
130,170.212766,4,6.3,102,0,0,0,0,0,SUNY Buffalo
161,169,4.5,8.92,117,0,0,0,0,0,SUNY Buffalo
145,155,2.5,6.679,107,0,0,0,0,0,SUNY Buffalo
130,170.212766,3,6.14,107,0,0,0,0,24,SUNY Buffalo
162,166,4.5,8.218,112,5,0,0,0,12,SUNY Buffalo
157.4468085,170.212766,5.5,6,107,0,0,0,0,0,SUNY Buffalo
159,166,4,6.6,106,0,0,0,0,0,SUNY Buffalo
130,168.0851064,5.5,7.8,115,0,0,0,0,0,SUNY Buffalo
130,159.5744681,4,6.8,107,0,0,0,0,0,SUNY Buffalo
154,163,3.5,7.35,104,0,0,0,0,0,SUNY Buffalo
155,160,4,6.8,107,6,0,0,0,60,SUNY Buffalo
130,170.212766,3,7,110,0,0,0,0,0,SUNY Buffalo
159,163,3,6.6,108,0,0,0,0,0,SUNY Buffalo
159,167,3.5,8.49,117,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3,9.3,105,0,0,0,0,0,SUNY Buffalo
153,162,3.5,7,99,0,0,0,0,48,SUNY Buffalo
162,161,4.5,7.59,111,0,0,0,0,0,SUNY Buffalo
151,168,3,7.52,99,0,0,0,0,0,SUNY Buffalo
153,162,3.5,6.7,106,0,0,0,0,0,SUNY Buffalo
147,165,4,6.2,101,0,0,0,0,0,SUNY Buffalo
134.0425532,170.212766,3,6.88,101,0,0,0,0,0,SUNY Buffalo
161,164,4,5.9,114,0,0,0,0,0,SUNY Buffalo
138.2978723,168.0851064,4,7.3,114,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3,7.35,95,0,0,0,0,0,SUNY Buffalo
130,159.5744681,4,9.075,112,0,0,0,0,0,SUNY Buffalo
130,151.0638298,2.5,7.483,89,0,0,0,0,0,SUNY Buffalo
144,161,3,6.566,89,15,0,0,0,24,SUNY Buffalo
130,168.0851064,3,6.88,106,0,0,0,0,0,SUNY Buffalo
153,162,3.5,6.772,102,0,0,0,0,0,SUNY Buffalo
130,148.9361702,3.5,7.47,109,0,0,0,0,0,SUNY Buffalo
152,170,3,7.57,112,2,0,0,0,48,SUNY Buffalo
150,170,4,6.387,102,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3,7.356,101,0,0,0,0,0,SUNY Buffalo
130,165.9574468,3.5,7.3,111,0,0,0,0,0,SUNY Buffalo
150,165,3,7.1,105,0,0,0,0,0,SUNY Buffalo
163,165,3.5,6,115,0,0,0,0,0,SUNY Buffalo
148,165,3,7.4,108,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3.5,9.46,106,0,0,0,0,0,SUNY Buffalo
159,168,3.5,8.05,107,0,0,0,0,0,SUNY Buffalo
130,161.7021277,3,7.4,109,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3.5,7.43,107,0,0,0,0,0,SUNY Buffalo
146.8085106,168.0851064,4,6.45,112,0,0,0,0,0,SUNY Buffalo
138.2978723,170.212766,4,6.3,115,0,0,0,0,0,SUNY Buffalo
149,162,3.5,6.5,104,0,0,0,0,0,SUNY Buffalo
153,161,3,6.3,95,72,0,0,0,42,SUNY Buffalo
130,168.0851064,3,8.5,107,0,0,0,0,0,SUNY Buffalo
159,169,4,7.5,115,0,0,0,0,0,SUNY Buffalo
159,168,3.5,6.9,93,0,0,0,0,60,SUNY Buffalo
164,166,4,7.5,108,0,0,0,0,0,SUNY Buffalo
149,160,3,8,93,3,0,0,0,12,SUNY Buffalo
157,162,3.5,6.9,106,0,0,0,0,0,SUNY Buffalo
160,164,3,8.5,106,0,0,0,0,0,SUNY Buffalo
155,164,4.5,9.26,108,2,2,0,0,10,SUNY Buffalo
130,155.3191489,4,8.46,107,0,0,0,0,0,SUNY Buffalo
136.1702128,155.3191489,3.5,7.4,115,0,0,0,0,0,SUNY Buffalo
148,164,5,7.3,101,0,0,0,0,0,SUNY Buffalo
155,166,3,7.3,97,0,0,0,0,29,SUNY Buffalo
147,163,3,8.4,105,0,0,0,0,0,SUNY Buffalo
130,161.7021277,4.5,6,102,0,0,0,0,0,SUNY Buffalo
152,167,3,7.976,108,0,0,0,0,0,SUNY Buffalo
150,159,2.5,7.24,107,0,0,0,0,0,SUNY Buffalo
161,160,3.5,7.17,107,0,0,0,0,30,SUNY Buffalo
153,158,3.5,7.3,102,0,0,0,0,0,SUNY Buffalo
144,164,2.5,7.6,107,0,0,0,0,0,SUNY Buffalo
130,163.8297872,4,7.874,108,0,0,0,0,0,SUNY Buffalo
130,153.1914894,3.5,7.9,105,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3.5,7.5,107,0,0,0,0,0,SUNY Buffalo
148,164,5.5,7.06,102,0,0,0,0,0,SUNY Buffalo
152,162,3.5,7.5,107,0,0,0,0,36,SUNY Buffalo
154,165,3.5,7.8,106,0,0,0,0,0,SUNY Buffalo
136.1702128,165.9574468,3,9.1,104,0,0,0,0,0,SUNY Buffalo
150,166,3.5,7.9,107,0,0,0,0,0,SUNY Buffalo
159,168,3.5,8.13,113,0,1,1,0,44,SUNY Buffalo
152,168,3.5,6.67,99,0,0,0,0,0,SUNY Buffalo
148,160,3.5,6.7,105,0,0,0,0,0,SUNY Buffalo
130,168.0851064,3.5,8.99,100,0,0,0,0,0,SUNY Buffalo
130,163.8297872,3,7.7,95,0,0,0,0,0,SUNY Buffalo
148,164,5,6.8,108,0,0,0,0,0,SUNY Buffalo
152,162,3.5,9.01,99,0,0,0,0,0,SUNY Buffalo
130,155.3191489,3,7.4,97,0,0,0,0,0,SUNY Buffalo
148,164,4,7.2,113,0,0,0,0,0,SUNY Buffalo
130,159.5744681,3,8.7,92,0,0,0,0,0,SUNY Buffalo
149,169,3,7.3,104,0,0,0,0,57,SUNY Buffalo
130,168.0851064,3,8.2358,104,0,0,0,0,0,SUNY Buffalo
156,165,3.5,9.26,108,4,0,1,0,0,SUNY Buffalo
146,169,3.5,8.11,98,0,0,0,0,0,SUNY Buffalo
155,161,3.5,7.115,103,0,0,0,0,0,SUNY Buffalo
130,157.4468085,3.5,7.27,107,0,0,0,0,0,SUNY Buffalo
154,156,3.5,6.7,92,0,0,0,0,0,SUNY Buffalo
148,164,4,6.2,105,0,0,0,0,0,SUNY Buffalo
154,159,3.5,6.3,102,0,0,0,0,0,SUNY Buffalo
