greV,greQ,greA,cgpa,toeflScore,internExp,confPubs,journalPubs,researchExp,industryExp,university
162,165,4,9.04,111,0,0,0,2,17,University of Wisconsin Madison
157,169,3.5,9.87,110,0,0,0,0,0,University of Wisconsin Madison
145,165,3.5,9.12,96,0,0,0,0,0,University of Wisconsin Madison
134.0425532,168.0851064,4,8.3,110,0,0,0,0,0,University of Wisconsin Madison
130,165.9574468,4,9.12,115,0,0,0,0,0,University of Wisconsin Madison
148.9361702,170.212766,4,8.39,107,0,0,0,0,0,University of Wisconsin Madison
140.4255319,165.9574468,5,9.1,102,0,0,0,0,0,University of Wisconsin Madison
156,170,4,9.61,115,0,0,0,0,0,University of Wisconsin Madison
157,168,4,9.1,112,0,0,0,0,0,University of Wisconsin Madison
162,165,4,8.8,116,0,0,0,0,0,University of Wisconsin Madison
161,170,4,7.936,113,0,0,0,0,0,University of Wisconsin Madison
153,167,4.5,8.54,108,2,0,0,0,24,University of Wisconsin Madison
130,170.212766,3.5,9.64,118,0,0,0,0,0,University of Wisconsin Madison
161,169,3.5,8.66,111,0,0,0,0,0,University of Wisconsin Madison
130,148.9361702,3,7.93,91,0,0,0,0,0,University of Wisconsin Madison
148.9361702,168.0851064,4,8.011,116,0,0,0,0,0,University of Wisconsin Madison
161,169,4.5,7.89,116,2,0,0,6,0,University of Wisconsin Madison
151,170,3,8.32,104,0,1,0,0,0,University of Wisconsin Madison
158,165,3.5,8.4,113,0,0,0,0,0,University of Wisconsin Madison
130,170.212766,4,8.55,113,0,0,0,0,0,University of Wisconsin Madison
157,166,4,9.7,114,0,0,0,0,0,University of Wisconsin Madison
160,161,5,8.98,112,0,0,0,0,0,University of Wisconsin Madison
156,159,3,7.97,100,0,0,0,0,0,University of Wisconsin Madison
153,167,4.5,9.27,106,0,0,0,0,0,University of Wisconsin Madison
130,170.212766,4,9.16,108,0,0,0,0,0,University of Wisconsin Madison
154,156,3.5,6.7,92,0,0,0,0,0,University of Wisconsin Madison
149,160,4,9.18,99,0,0,0,0,0,University of Wisconsin Madison
130,170.212766,3.5,8.908,108,0,0,0,0,0,University of Wisconsin Madison
144.6808511,161.7021277,4,7.6,114,0,0,0,0,0,University of Wisconsin Madison
159,164,3.5,8.5,102,0,0,0,0,0,University of Wisconsin Madison
142.5531915,155.3191489,3.5,8.61,101,0,0,0,0,0,University of Wisconsin Madison
149,159,2.5,6.826,98,0,0,0,0,0,University of Wisconsin Madison
155.3191489,163.8297872,3.5,7.9,120,0,0,0,0,0,University of Wisconsin Madison
157,164,3,8.41,103,0,0,0,0,0,University of Wisconsin Madison
145,158,3.5,8.34,93,0,0,0,0,0,University of Wisconsin Madison
140.4255319,170.212766,4.5,7.99,115,0,0,0,0,0,University of Wisconsin Madison
148,164,5.5,5.9,107,0,0,0,0,0,University of Washington
154,161,4.5,7.85,111,0,0,0,0,0,University of Washington
156,163,4,7.84,114,0,0,0,0,0,University of Washington
148,164,4.5,6.9,107,0,0,0,0,0,University of Washington
150,160,4,7.25,101,1,0,0,0,53,University of Washington
157,166,3.5,8.37,111,0,2,0,0,0,University of Washington
160,164,4.5,7.9,112,0,0,0,48,48,University of Washington
157,166,3.5,9.38,112,3,1,2,0,16,University of Washington
148,164,3.5,6.7,107,0,0,0,0,0,University of Washington
152,156,5,7.4,111,0,0,0,0,0,University of Washington
136.1702128,170.212766,4.5,6.7,117,3,0,0,0,30,University of Washington
159,168,3.5,6.7,109,0,0,0,0,26,University of Washington
152,167,4,9.47,116,4,1,0,4,22,University of Washington
161,164,3.5,6.3,112,0,0,0,0,0,University of Washington
130,155.3191489,3.5,6.5,106,0,0,0,0,0,University of Washington
151,162,3.5,9.2,101,2,3,0,6,0,University of Washington
157,168,4,6.3,108,0,0,0,0,0,University of Washington
158,170,4,8.56,108,8,0,0,0,0,University of Washington
130,168.0851064,3.5,6.8,111,0,0,0,0,0,University of Washington
154,165,3.5,9.55,103,6,1,1,12,0,University of Washington
150,160,3,7.61,99,0,0,0,0,0,University of Washington
130,168.0851064,4.5,6.3,111,0,0,0,0,0,University of Washington
152,166,3.5,9.13,108,0,0,0,0,12,University of Washington
130,168.0851064,4.5,6.91,112,0,0,0,0,0,University of Washington
152,159,4,6.3,105,0,0,0,0,0,University of Washington
142.5531915,165.9574468,3,7.3,93,0,0,0,0,0,University of Washington
151.0638298,170.212766,3.5,7.51,119,0,0,0,0,0,University of Washington
163,167,3.5,8.63,107,2,0,0,0,0,University of Washington
138.2978723,164,3,6.3,102,0,0,0,0,0,University of Washington
130,163.8297872,3.5,8.24,107,0,0,0,0,0,University of Washington
148,164,4,7.5,100,0,0,0,0,0,University of Washington
158,166,4,9.098,115,2,1,0,2,0,University of Washington
149,169,3.5,8,108,0,0,0,0,0,University of Washington
158,165,3.5,6.612,111,0,0,0,0,0,University of Washington
157,162,4.5,6.8,117,0,0,0,0,0,University of Washington
154,159,4.5,5.6,109,0,0,0,0,30,University of Washington
152,165,4.5,7.48,112,0,0,0,0,0,University of Washington
130,161.7021277,3,6.666,111,0,0,0,0,0,University of Washington
148,167,4,7.1,102,2,0,0,0,45,University of Washington
157,165,3.5,8.1,109,0,0,0,0,0,University of Washington
157,163,4,5.97,105,0,0,0,0,0,University of Washington
154,165,4,7.519,108,0,0,0,0,0,University of Washington
154,167,4,9.2,113,0,0,0,0,0,University of Washington
130,170.212766,3,7.363,106,0,0,0,0,0,University of Washington
154,162,4,7.7,106,0,0,0,0,0,University of Washington
163,164,4,8.4,115,0,0,0,0,0,University of Washington
149,158,4,5.99,107,0,0,0,0,0,University of Washington
156,160,4,7.1,107,0,0,0,0,0,University of Washington
152,164,4,7.77,100,0,0,0,0,0,University of Washington
154,163,4,9.35,100,0,0,0,0,0,University of Washington
155,163,4,7.8,105,0,0,1,0,20,University of Washington
130,148.9361702,4,6,112,0,0,0,0,0,University of Washington
154,162,4,8.2,111,4,0,0,0,34,University of Washington
130,170.212766,5.5,9.875,118,0,0,0,0,0,University of Washington
152,162,3.5,7.4,107,0,0,0,0,69,University of Washington
164,161,4,7,113,0,0,0,0,0,University of Washington
148,164,4.5,8.15,110,0,0,0,0,0,University of Washington
158,156,4,7.16,105,0,0,0,0,31,University of Washington
155,162,4,6.665,107,0,0,0,0,40,University of Washington
130,170.212766,5,8.25,109,0,0,0,0,0,University of Washington
167,168,4,7.73,116,0,2,0,0,0,University of Washington
148,164,4.5,7.75,94,0,0,0,0,0,University of Washington
151,158,4,7.4,107,0,0,0,0,0,University of Washington
130,170.212766,5,8.44,116,0,0,0,0,0,University of Washington
155,166,3,9.38,107,0,0,0,0,0,University of Washington
157,168,4,7.53,114,0,0,1,0,22,University of Washington
130,170.212766,4,8.2,107,0,0,0,0,0,University of Washington
159,168,3.5,6.7,107,0,0,0,0,42,University of Washington
153,160,4,9.2,111,0,0,0,0,0,University of Washington
149,156,3.5,6.645,108,0,0,0,0,0,University of Washington
131.9148936,170.212766,3.5,8.96,117,0,0,0,0,0,University of Washington
153,157,4,7.7,109,0,0,0,0,0,University of Washington
148,164,4.5,8.4,110,0,0,0,0,0,University of Washington
151,158,3.5,6.9,107,0,0,0,0,0,University of Washington
130,161.7021277,4,7.5,107,0,0,0,0,0,University of Washington
159,159,4,6.8,110,0,0,0,0,0,University of Washington
159,166,4.5,8.78,112,0,0,0,0,0,University of Washington
160,159,4,7.7,113,0,0,0,0,0,University of Washington
152,164,3.5,8.31,107,0,0,0,0,0,University of Washington
130,170.212766,3,7.4,109,0,0,0,0,0,University of Washington
155,169,4,8.2,119,0,0,0,0,0,University of Washington
130,161.7021277,3.5,5.8,102,0,0,0,0,0,University of Washington
151,162,3.5,6.85,99,0,0,0,0,53,University of Washington
140.4255319,170.212766,3.5,8.76,103,0,0,0,0,0,University of Washington
155,160,4.5,8.1,107,1,1,1,0,0,University of Washington
130,165.9574468,5,6.88,110,0,0,0,0,0,University of Washington
130,170.212766,3,9.175,97,0,0,0,0,0,University of Washington
164,165,4,9.4,114,4,3,0,6,0,University of Washington
157,166,4,9.27,114,0,0,0,0,0,University of Washington
151.0638298,170.212766,5,8.6,107,0,0,0,0,0,University of Washington
157,168,4,8.39,107,0,0,0,0,42,University of Washington
157,161,4,8,107,0,0,0,0,0,University of Washington
156,164,4,7.2,117,0,0,0,0,11,University of Washington
148,164,5,9.125,104,0,0,0,0,0,University of Washington
130,161.7021277,3.5,6.26,107,0,0,0,0,0,University of Washington
160,163,4.5,7.2,113,8,4,1,24,0,University of Washington
155,170,5,9.22,112,3,3,1,10,0,University of Washington
130,148.9361702,3,6.4,99,0,0,0,0,0,University of Washington
160,162,4,7.373,110,0,1,0,6,6,University of Washington
164,166,4.5,8.17,117,0,0,0,0,0,University of Washington
130,170.212766,4,8.15,115,0,0,0,0,0,University of Washington
154,164,3.5,8.3,108,6,0,0,6,0,University of Washington
159,163,4,5.923,115,0,0,0,0,0,University of Washington
155,159,4,7.2,109,0,0,0,0,0,University of Washington
157,164,4.5,6,112,0,0,0,0,0,University of Washington
158,161,4,8.98,107,0,0,0,0,0,University of Washington
148,163,3.5,7.82,106,0,0,0,0,0,University of Washington
152,168,4,7.89,107,0,0,0,0,0,University of Washington
166,160,4,5.2,117,0,0,0,0,0,University of Washington
155,155,4,6.5,106,0,0,0,0,0,University of Washington
156,167,4,8.78,107,0,0,0,0,24,University of Washington
150,160,3.5,7.4,102,0,0,0,0,0,University of Washington
148,164,5,7.01,106,0,0,0,0,0,University of Washington
155,167,4.5,6.895,105,0,0,0,0,19,University of Washington
165,153,5.5,7.5,119,0,0,0,0,0,University of Washington
130,159.5744681,3.5,8.29,110,0,0,0,0,0,University of Washington
159,166,4,8.34,114,0,1,0,0,12,University of Washington
157,163,3.5,7.68,100,0,0,0,0,77,University of Washington
148,164,5,8.3,107,0,0,0,0,0,University of Washington
152,159,4,5.64,110,0,0,0,0,49,University of Washington
153.1914894,168.0851064,4,7,107,0,0,0,0,0,University of Washington
130,170.212766,3.5,7.77,106,0,0,0,0,0,University of Washington
145,150,2.5,7.12,107,0,0,0,0,0,University of Washington
151,166,3,7.7,106,2,0,0,12,0,University of Washington
159,169,4.5,7.63,114,0,0,1,0,4,University of Washington
130,170.212766,3.5,5.8,107,0,0,0,0,0,University of Washington
157,162,3.5,8.7,110,0,0,0,0,0,University of Washington
150,159,3.5,7.7,106,28,0,0,0,0,University of Washington
156,159,4,6.389,119,0,0,0,0,0,University of Washington
159,168,3.5,6.85,104,0,0,0,0,78,University of Washington
155,158,4.5,6.5,105,0,0,0,0,0,University of Washington
130,155.3191489,3.5,8.625,110,0,0,0,0,0,University of Washington
148,164,4,7.34,101,0,0,0,0,0,University of Washington
130,170.212766,3.5,7.9,111,0,0,0,0,0,University of Washington
140.4255319,168.0851064,3,8.1,91,0,0,0,0,0,University of Washington
153.1914894,170.212766,4.5,7.72,120,0,0,0,0,0,University of Washington
134.0425532,159.5744681,3.5,7.017,109,0,0,0,0,0,University of Washington
155,165,3,6.726,102,0,0,0,0,54,University of Washington
161,159,4,7.6,116,0,0,0,0,0,University of Washington
153.1914894,168.0851064,4,7.9,114,0,0,0,0,0,University of Washington
130,170.212766,3.5,6.8,106,0,0,0,0,0,University of Washington
151,164,3,6.1,107,0,0,0,0,0,University of Washington
155,158,4,6.3,109,0,0,0,0,0,University of Washington
150,169,3.5,6.6,118,0,0,0,0,0,University of Washington
130,168.0851064,3,8,99,0,0,0,0,0,University of Washington
148,164,5.5,8.1,117,0,0,0,0,0,University of Washington
159,166,3.5,7,111,0,0,0,0,0,University of Washington
153,170,3.5,8.03,109,2,0,0,0,0,University of Washington
138.2978723,159.5744681,5.5,9.1,112,0,0,0,0,0,University of Washington
160,159,3.5,8.36,109,0,0,0,0,0,University of Washington
154,161,3.5,6.05,101,0,0,0,0,0,University of Washington
149,160,3.5,7.1,97,0,0,0,0,0,University of Washington
130,163.8297872,4,8.73,115,0,0,0,0,0,University of Washington
161,160,4,8.6,113,0,0,0,0,0,University of Washington
156,164,4.5,8.57,113,0,0,0,0,0,University of Washington
162,158,4,8.68,109,0,0,0,0,32,University of Washington
161,164,4.5,8.22,116,0,0,0,0,27,University of Washington
158,165,3.5,7,107,0,0,0,0,0,University of Washington
130,170.212766,3.5,8,97,0,0,0,0,0,University of Washington
162,161,4.5,8.2,116,0,0,0,0,0,University of Washington
157,152,4,6.1,107,0,0,0,0,0,University of Washington
148,164,5,6.75,100,0,0,0,0,0,University of Washington
156,163,3.5,6.8,107,0,0,0,0,0,University of Washington
158,162,5,6.5,107,4,0,0,0,84,University of Washington
130,163.8297872,3.5,7,101,0,0,0,0,0,University of Washington
131.9148936,170.212766,3.5,9.25,112,0,0,0,0,0,University of Washington
148,162,3.5,8.77,95,4,0,1,22,24,University of Washington
130,170.212766,5,8.44,116,0,0,0,0,0,University of Washington
148,164,5,6.1,112,0,0,0,0,0,University of Washington
152,158,3.5,8.08,105,0,0,0,0,0,University of Washington
136.1702128,170.212766,4.5,8.56,112,0,0,0,0,0,University of Washington
157,161,3.5,6.8,112,0,0,0,0,0,University of Washington
155,166,4.5,6,109,0,0,0,0,0,University of Washington
159,169,4.5,8.99,114,0,0,0,0,0,University of Washington
159,170,4,9.71,114,0,0,0,0,0,University of Washington
155,168,4.5,7.5,101,0,0,0,0,0,University of Washington
150,165,3,7.8,104,0,1,1,0,18,University of Washington
160,163,4,9.16,118,0,0,0,0,0,University of Washington
151,156,4,8.39,115,0,0,0,0,29,University of Washington
151,158,3.5,6.95,107,0,0,0,0,0,University of Washington
165,169,4.5,7.43,114,0,0,0,0,0,University of Washington
140.4255319,164,3,8.3,102,0,0,0,0,0,University of Washington
153,163,4.5,7.7,108,0,0,0,0,0,University of Washington
155,161,4.5,6,103,0,0,0,0,0,University of Washington
130,165.9574468,3.5,8,110,0,0,0,0,0,University of Washington
154,161,3.5,8.06,107,0,0,0,0,0,University of Washington
158,159,3.5,7.762,107,0,0,0,0,0,University of Washington
148,164,3.5,7.85,100,0,0,0,0,0,University of Washington
138.2978723,153.1914894,4,6,113,0,0,0,0,0,University of Washington
155,161,3.5,6,113,0,0,0,0,0,University of Washington
131.9148936,165.9574468,3.5,8,117,0,0,0,0,0,University of Washington
130,170.212766,3,7.3,111,0,0,0,0,0,University of Washington
158,165,4,8.02,112,0,0,0,0,0,University of Washington
162,164,4.5,8.83,107,5,3,1,0,0,University of Washington
153,158,4,7.49,105,16,0,4,0,0,University of Washington
161,167,3.5,9,108,0,0,0,0,31,University of Washington
148,164,5.5,6.1,98,0,0,0,0,0,University of Washington
131.9148936,170.212766,4,8.04,110,0,0,0,0,0,University of Washington
153,168,4,7.26,104,8,1,0,6,18,University of Washington
163,165,5,7.5,107,1,0,0,0,7,University of Washington
148,164,5,7,102,0,0,0,0,0,University of Washington
138.2978723,170.212766,4,6.54,107,0,0,0,0,0,University of Washington
160,161,4,7.6,118,0,0,0,0,0,University of Washington
130,155.3191489,3.5,6.969,108,0,0,0,0,0,University of Washington
146.8085106,170.212766,5,8.78,115,0,2,1,12,36,University of Washington
159,163,4,6.5,111,0,0,0,0,0,University of Washington
153,164,4,6.8,105,0,0,0,0,0,University of Washington
148,164,5,7.598,103,0,0,0,0,0,University of Washington
158,166,4,8.5,107,0,0,0,0,0,University of Washington
160,163,3.5,8,105,0,0,1,0,12,University of Washington
157,167,4.25,8.87,107,0,0,0,0,0,University of Washington
156,161,4,7.99,113,0,0,0,0,0,University of Washington
159,168,3.5,7.1,107,0,0,0,0,0,University of Washington
158,165,4,7.3,115,0,0,0,0,0,University of Washington
140.4255319,170.212766,3.5,7.848,110,0,0,0,0,0,University of Washington
148,164,5,8.25,113,0,0,0,0,0,University of Washington
150,164,3.5,8.75,113,0,0,0,0,0,University of Washington
153,163,4,5.8,104,0,0,0,0,0,University of Washington
162,165,3.5,7.306,111,0,0,0,0,0,University of Washington
146,150,3,8.13,107,4,2,12,0,36,University of Washington
156,166,3.5,9.24,104,0,0,0,0,0,University of Washington
156,165,4,9.21,112,6,1,0,7,24,University of Washington
150,165,4.5,9.08,107,0,0,1,12,0,University of Washington
146.8085106,168.0851064,3.5,7.7,114,0,0,0,0,0,University of Washington
130,170.212766,3,8.5,101,0,0,0,0,0,University of Washington
140.4255319,170.212766,4.5,6.8,107,0,0,0,0,0,University of Washington
148,164,4,8.3,106,0,0,0,0,0,University of Washington
130,157.4468085,3,7,103,0,0,0,0,0,University of Washington
150,166,3,7.7,103,0,0,0,0,0,University of Utah
152,160,3,8.5,102,12,0,0,0,48,University of Utah
148,169,3,8.3,98,0,1,1,0,0,University of Utah
130,170.212766,4,8.82,115,0,0,0,0,0,University of Utah
130,168.0851064,3.5,7.11,96,0,0,0,0,0,University of Utah
144.6808511,170.212766,5,7.088,113,0,0,0,0,0,University of Utah
155,154,4,8.77,111,3,1,0,36,0,University of Utah
156,165,3,9.44,103,3,0,0,0,0,University of Utah
148,166,4,7.774,102,0,0,0,0,0,University of Utah
136.1702128,170.212766,4.5,7.1,114,0,0,0,0,0,University of Utah
130,155.3191489,4,7.838,100,0,0,0,0,0,University of Utah
146.8085106,170.212766,4.5,6.3,101,0,0,0,0,0,University of Utah
134.0425532,168.0851064,5,7.9,107,0,0,0,0,0,University of Utah
148,164,3,6.1,101,0,0,1,0,0,University of Utah
130,170.212766,3.5,8.45,96,0,0,0,0,0,University of Utah
150,165,3,8.4,100,0,0,0,0,0,University of Utah
163,166,3.5,8.23,110,3,0,0,0,35,University of Utah
157,156,3,6.24,116,0,0,0,0,0,University of Utah
153,164,4,7.5,102,0,3,0,24,0,University of Utah
158,166,3,6.6,106,0,0,0,0,0,University of Utah
154,162,3.5,7.1,106,0,0,0,0,0,University of Utah
130,159.5744681,4.5,6.9,107,0,0,0,0,0,University of Utah
162,166,4,7.52,106,2,1,0,6,0,University of Utah
153.1914894,168.0851064,4.5,8.28,107,0,0,0,0,0,University of Utah
130,163.8297872,4,8.26,108,0,0,0,0,0,University of Utah
130,165.9574468,3,7.531,98,0,0,0,0,0,University of Utah
158,165,4,9.027,109,1,0,0,0,0,University of Utah
150,162,4.5,6.635,112,3,0,0,32,34,University of Utah
149,169,3.5,8,108,0,0,0,0,0,University of Utah
160,164,4,7.74,115,0,0,0,0,0,University of Utah
159,166,4,7.3,110,0,0,0,0,0,University of Utah
143,161,2.5,7.7,95,0,0,0,0,0,University of Utah
152,164,3.5,9.06,100,0,0,0,0,0,University of Utah
148.9361702,170.212766,4.5,9.58,114,0,0,0,0,0,University of Utah
130,170.212766,4.5,7.2,110,0,0,0,0,0,University of Utah
158,168,4,7.93,111,0,0,0,0,36,University of Utah
136.1702128,170.212766,3.5,6.1,110,0,0,0,0,0,University of Utah
130,170.212766,4,7.6,103,0,0,0,0,0,University of Utah
166,168,3.5,7.4,107,0,0,0,0,0,University of Utah
130,170.212766,3.5,6.62,108,0,0,0,0,0,University of Utah
136.1702128,165.9574468,4,8.79,108,0,0,0,0,0,University of Utah
156,164,3.5,7.1,113,0,0,0,0,0,University of Utah
148,162,3.5,8.4,99,0,0,0,0,0,University of Utah
130,159.5744681,3,8.5,110,0,0,0,0,0,University of Utah
164,165,4,7.2,113,0,0,0,0,0,University of Utah
146,152,3,6.7,97,0,0,0,0,0,University of Utah
156,165,3,7.888,106,2,0,0,0,32,University of Utah
146,165,3,8.48,97,0,0,0,0,0,University of Utah
154,161,3.5,7.8,112,0,0,0,0,0,University of Utah
168.0851064,164,5,8.143,110,0,0,0,0,0,University of Utah
155,162,3,7.7,101,0,4,0,24,48,University of Utah
130,170.212766,3,8.42,93,0,0,0,0,0,University of Utah
138.2978723,170.212766,4.5,8.38,115,0,0,0,0,0,University of Utah
154,164,4,7.9,111,0,0,0,0,30,University of Utah
148.9361702,170.212766,4,6.1,112,0,0,0,0,0,University of Utah
130,170.212766,4,7.22,106,0,0,0,0,0,University of Utah
151,158,3.5,8.02,95,0,0,0,0,0,University of Utah
130,159.5744681,4,7.4,110,0,0,0,0,0,University of Utah
130,168.0851064,3.5,6.75,107,0,0,0,0,0,University of Utah
166,158,4,7.41,107,0,0,0,0,0,University of Utah
156,165,4,6.93,108,0,0,0,0,0,University of Utah
155,163,4,7.942,115,0,0,0,0,0,University of Utah
130,168.0851064,4,8.15,106,0,0,0,0,0,University of Utah
130,170.212766,3.5,8.6,106,0,0,0,0,0,University of Utah
157,164,4,8.02,110,0,0,0,0,0,University of Utah
154,159,3.5,8,105,0,0,0,0,0,University of Utah
130,163.8297872,3,8.612,96,0,0,0,0,0,University of Utah
130,168.0851064,4,7.5,106,0,0,0,0,0,University of Utah
156,162,4,8.29,114,0,0,0,0,0,University of Utah
130,163.8297872,3.5,6.916,112,0,0,0,0,0,University of Utah
156,160,4,8.87,107,0,0,0,0,0,University of Utah
147,162,3.5,8.75,98,0,0,0,0,0,University of Utah
143,161,3,8.2,97,0,0,0,0,0,University of Utah
150,170,3.5,8.1,106,6,0,0,0,0,University of Utah
157,159,4,5.9,102,0,0,1,0,0,University of Utah
165,168,4,9.7,117,0,0,0,0,0,University of Utah
169,168,5,7.4,107,0,0,0,0,32,University of Utah
130,168.0851064,2.5,8.6,111,0,0,0,0,0,University of Utah
153,157,4,7.7,109,0,0,0,0,0,University of Utah
154,163,3.5,7.8,95,0,0,0,0,0,University of Utah
136.1702128,165.9574468,3,7,107,0,0,0,0,0,University of Utah
131.9148936,165.9574468,3,7.2,109,0,0,0,0,0,University of Utah
166,166,4,8.16,114,0,0,0,0,0,University of Utah
152,159,3.5,7.9,112,0,0,0,0,60,University of Utah
130,155.3191489,2.5,6.02,94,0,0,0,0,0,University of Utah
149,164,3,7.7,109,0,0,0,0,0,University of Utah
142,165,3,8,92,0,0,0,0,0,University of Utah
130,170.212766,4,6.24,101,0,0,0,0,0,University of Utah
149,166,3.5,7.5,98,0,0,0,0,0,University of Utah
151,169,3.5,8.08,88,0,0,0,0,0,University of Utah
164,162,4,7.46,114,0,0,0,0,0,University of Utah
130,161.7021277,4,8.76,107,0,0,0,0,0,University of Utah
155,160,3.5,6.308,98,0,0,0,0,18,University of Utah
152,163,3.5,8.2,113,0,0,0,0,0,University of Utah
154,165,3.5,7.34,106,0,0,0,0,0,University of Utah
167,170,4,9.47,116,0,0,0,0,0,University of Utah
150,160,4,6.9,114,0,2,0,6,0,University of Utah
130,157.4468085,3,8.3,99,0,0,0,0,0,University of Utah
147,163,3.5,7.992,97,0,0,0,0,32,University of Utah
154,164,4,7.69,114,12,0,0,0,24,University of Utah
130,151.0638298,4,6.476,106,0,0,0,0,0,University of Utah
139,163,3,9.3,97,0,0,0,0,0,University of Utah
154,168,4,9.29,110,0,0,0,0,0,University of Utah
151,163,3.5,8.14,96,0,0,0,0,0,University of Utah
160,170,4.5,8.29,115,0,0,0,0,15,University of Utah
152,159,3,8.97,103,0,0,0,0,1,University of Utah
152,162,3.5,6.43,103,7,0,0,0,18,University of Utah
146.8085106,161.7021277,3.5,7.3,105,0,0,0,0,0,University of Utah
158,159,4.5,6.952,116,0,0,0,0,0,University of Utah
130,170.212766,4,7.74,107,0,0,0,0,0,University of Utah
130,159.5744681,4.5,8.52,107,0,0,0,0,0,University of Utah
130,170.212766,4,8.8,102,0,0,0,0,0,University of Utah
140.4255319,163.8297872,4,7.2,111,0,0,0,0,0,University of Utah
130,163.8297872,5,8.42,98,0,0,0,0,0,University of Utah
148,161,3,7.284,94,0,0,0,0,0,University of Utah
130,164,3,8.47,107,0,0,0,0,0,University of Utah
154,164,3.5,8.86,108,6,0,0,0,76,University of Utah
130,164,3.5,7,107,0,0,0,0,0,University of Utah
153,164,4.5,8.22,113,0,0,0,0,0,University of Utah
130,168.0851064,3.5,8.4,104,0,0,0,0,0,University of Utah
142,168,3,8.14,90,0,0,0,0,0,University of Utah
130,165.9574468,3,7.96,96,0,0,0,0,0,University of Utah
151,161,4,8.46,109,0,0,0,0,0,University of Utah
155.3191489,163.8297872,4,7.1,113,0,0,0,0,0,University of Utah
149,156,3,6.4,104,1,0,0,0,38,University of Utah
130,157.4468085,3.5,7.9,106,0,0,0,0,0,University of Utah
150,163,3,8.68,107,0,0,0,0,0,University of Utah
130,168.0851064,3,8.7,100,0,0,0,0,0,University of Utah
130,168.0851064,3,7.9,108,0,0,0,0,0,University of Utah
148,162,2.5,6,92,0,0,0,0,25,University of Utah
154,168,3.5,7.436,107,0,0,0,0,0,University of Utah
149,158,3,6.7,101,0,0,0,0,0,University of Utah
130,170.212766,4,8.1,108,0,0,0,0,0,University of Utah
162,165,4,7,115,0,0,0,0,0,University of Utah
150,161,3.5,8.38,101,0,0,0,0,0,University of Utah
152,159,3.5,8.2,107,0,0,0,0,0,University of Utah
154,162,3,8.244,107,0,0,0,0,0,University of Utah
130,163.8297872,2.5,7.1,102,0,0,0,0,0,University of Utah
157,163,3.5,7.94,116,0,0,0,0,0,University of Utah
157,161,3,7.6,108,0,0,0,0,0,University of Utah
159,162,4,7.27,113,0,0,0,0,0,University of Utah
144.6808511,168.0851064,5,6.6,107,0,0,0,0,0,University of Utah
152,164,3.5,8.84,112,0,0,0,0,0,University of Utah
155,161,3,7.8,107,0,0,0,0,0,University of Utah
157,168,3,8.3,108,12,0,0,0,59,University of Utah
130,168.0851064,3.5,7.6,100,0,0,0,0,0,University of Utah
166,161,4,8.06,114,0,0,0,0,0,University of Utah
145,159,3,8.55,97,0,0,0,0,48,University of Utah
150,161,3.5,7.2,97,0,0,0,0,16,University of Utah
130,165.9574468,2.5,7.83,99,0,0,0,0,0,University of Utah
145,166,2.5,8.56,86,0,0,0,0,0,University of Utah
152,164,3.5,7,112,0,0,0,0,0,University of Utah
156,168,4,9,104,7,0,0,0,32,University of Utah
130,153.1914894,3,8.99,98,0,0,0,0,0,University of Utah
160,168,4,7,113,0,0,0,0,0,University of Utah
134.0425532,170.212766,4,7.75,113,0,0,0,0,0,University of Utah
149,164,4,7.7,113,6,0,0,0,0,University of Utah
163,165,4,7.553,115,0,0,0,0,0,University of Utah
144.6808511,170.212766,4.5,8.32,115,0,0,0,0,0,University of Utah
162,165,4,7.41,111,0,0,0,0,0,University of Utah
150,164,4,8.99,107,0,0,0,0,0,University of Utah
130,165.9574468,3.5,7.8,109,0,0,0,0,0,University of Utah
153,165,4,7.98,106,2,0,2,0,24,University of Utah
130,164,5,6.1,107,0,0,0,0,0,University of Utah
130,165.9574468,4,7.9,100,0,0,0,0,0,University of Utah
146.8085106,168.0851064,3,7.3,97,0,0,0,0,0,University of Utah
142.5531915,161.7021277,5.5,6.6,107,0,0,0,0,0,University of Utah
157,166,4,8.52,114,0,0,0,0,0,University of Utah
154,165,3.5,6.29,107,6,0,0,0,60,University of Utah
146.8085106,170.212766,3.5,7.1,119,0,0,0,0,0,University of Utah
130,170.212766,3.5,8.8,99,0,0,0,0,0,University of Utah
161,169,4,9.41,109,0,0,0,0,0,University of Utah
150,162,4,7.95,102,0,0,0,0,0,University of Utah
149,164,3.5,8.6,100,0,0,0,0,40,University of Utah
152,163,3.5,7.76,103,0,0,0,0,0,University of Utah
156,166,4,7.49,112,0,0,0,0,0,University of Utah
130,163.8297872,3.5,7.3,111,0,0,0,0,0,University of Utah
130,168.0851064,3,8.52,102,0,0,0,0,0,University of Utah
147,162,3,7.623,107,0,0,0,0,48,University of Utah
159,170,4,7.63,112,0,0,0,0,0,University of Utah
148,160,3.5,8.18,107,0,0,0,0,0,University of Utah
130,164,3,8.3,102,0,0,0,0,0,University of Utah
148,166,3,7.39,103,0,0,0,0,0,University of Utah
159,163,5,7.913,113,0,0,0,0,0,University of Utah
157,166,4.5,6.4,116,0,0,0,0,0,University of Utah
130,165.9574468,3.5,8.275,105,0,0,0,0,0,University of Utah
130,170.212766,3.5,8.23,101,0,0,0,0,0,University of Utah
148,164,3,9.29,106,0,0,0,0,0,University of Utah
